,cbsacode,factor,k,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_m_eigs,FsAMI,beta,p_value,CI_lower,CI_upper,AIC,BIC,AICc,CV_RMSE_final,LASSO_R2_unused,LASSO_n_eigs_unused
45,12100.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0311601028285508,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
46,12140.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0523961437306361,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
47,12180.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.054202728649205,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
48,12220.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.1021516457805731,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
49,12260.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.1007975110285066,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
50,12300.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0520692933746911,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
51,12380.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0142227300110331,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
52,12420.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.1242864602704099,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
53,12460.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0871841392958394,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
54,12520.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0259738083159986,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
